budget,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
1000000,159014,en,20 Feet from Stardom,5.247956,6/14/2013,0,89,Released,,20 Feet from Stardom,7.4,85
913000,292539,de,Food Chains,0.795698,4/26/2014,0,83,Released,,Food Chains,7.4,8
0,60421,fa,Circumstance,2.34239,8/26/2011,0,107,Released,,Circumstance,7.4,23
609000,3080,en,Top Hat,3.898498,9/6/1935,3202000,101,Released,They're Dancing Cheek-To-Cheek Again!,Top Hat,7.4,59
500000,2056,en,The Station Agent,11.578545,1/26/2003,8679814,88,Released,Loneliness is much better when you have got someone to share it with.,The Station Agent,7.4,210
385907,3059,en,Intolerance,3.232447,9/4/1916,8394751,197,Released,The Cruel Hand of Intolerance,Intolerance,7.4,60
8000,79120,en,Weekend,1.041254,9/22/2011,469947,96,Released,A (sort of) love story between two guys over a cold weekend in October.,Weekend,7.4,163
160000,1779,en,Roger & Me,3.284903,9/1/1989,6706368,91,Released,,Roger & Me,7.4,90
0,80215,en,Indie Game: The Movie,7.676677,5/18/2012,0,96,Released,,Indie Game: The Movie,7.4,203
27000,2292,en,Clerks,19.748658,9/13/1994,3151130,92,Released,Just because they serve you doesn't mean they like you.,Clerks,7.4,755
280000000,99861,en,Avengers: Age of Ultron,134.279229,4/22/2015,1405403694,141,Released,A New Age Has Come.,Avengers: Age of Ultron,7.3,6767
190000000,168259,en,Furious 7,102.322217,4/1/2015,1506249360,137,Released,Vengeance Hits Home,Furious 7,7.3,4176
105000000,64682,en,The Great Gatsby,61.196071,5/10/2013,351040419,143,Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769
170000000,119450,en,Dawn of the Planet of the Apes,243.791743,6/26/2014,710644566,130,Released,One last chance for peace.,Dawn of the Planet of the Apes,7.3,4410
150000000,4922,en,The Curious Case of Benjamin Button,60.269279,11/24/2008,333932083,166,Released,Life isn't measured in minutes; but in moments.,The Curious Case of Benjamin Button,7.3,3292
150000000,109445,en,Frozen,165.125366,11/27/2013,1274219009,102,Released,Only the act of true love will thaw a frozen heart.,Frozen,7.3,5295
140000000,616,en,The Last Samurai,52.341226,12/5/2003,456758981,154,Released,In the face of an enemy; in the heart of one man; lies the soul of a warrior.,The Last Samurai,7.3,1895
135000000,281957,en,The Revenant,100.635882,12/25/2015,532950503,156,Released,(n. One who has returned; as if from the dead.),The Revenant,7.3,6396
70000000,2503,en,The Bourne Ultimatum,45.381501,8/3/2007,442824138,115,Released,Remember everything. Forgive nothing.,The Bourne Ultimatum,7.3,2888
105000000,49047,en,Gravity,110.153618,9/27/2013,716392705,91,Released,Don't Let Go,Gravity,7.3,5751
150000000,36557,en,Casino Royale,88.935165,11/14/2006,599045960,144,Released,Everyone has a past. Every legend has a beginning.,Casino Royale,7.3,3855
100000000,1372,en,Blood Diamond,52.792678,12/7/2006,170877916,143,Released,It will cost you everything.,Blood Diamond,7.3,2281
90000000,18,en,The Fifth Element,109.528572,5/7/1997,263920180,126,Released,There is no future without it.,The Fifth Element,7.3,3885
90000000,863,en,Toy Story 2,73.575118,10/30/1999,497366869,92,Released,The toys are back!,Toy Story 2,7.3,3806
88000000,921,en,Cinderella Man,24.100863,6/2/2005,108539911,144,Released,One man's extraordinary fight to save the family he loved.,Cinderella Man,7.3,616
85000000,1904,en,Memoirs of a Geisha,16.595874,12/6/2005,162242962,145,Released,My world is as forbidden as it is fragile; without its mysteries; it cannot survive.,Memoirs of a Geisha,7.3,652
0,16858,en,All That Jazz,5.159407,12/20/1979,37823676,123,Released,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,All That Jazz,7.3,85
65000000,1949,en,Zodiac,51.970905,3/2/2007,84785914,157,Released,There's more than one way to lose your life to a killer.,Zodiac,7.3,2023
80000000,4147,en,Road to Perdition,49.078546,7/12/2002,181001478,117,Released,Pray for Michael Sullivan.,Road to Perdition,7.3,1077
0,36970,en,Oceans,10.706613,10/17/2009,19406406,84,Released,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,Oceans,7.3,111
75000000,75656,en,Now You See Me,71.124686,5/29/2013,117698894,115,Released,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487
90000000,9008,en,The Insider,26.153669,10/28/1999,60289912,157,Released,Two men driven to tell the truth... whatever the cost.,The Insider,7.3,481
52000000,568,en,Apollo 13,68.140214,6/30/1995,355237933,140,Released,Houston; we have a problem.,Apollo 13,7.3,1599
65000000,227306,en,Unbroken,43.055253,12/25/2014,163442937,137,Released,Survival. Resilience. Redemption.,Unbroken,7.3,1400
60000000,2501,en,The Bourne Identity,86.476817,6/14/2002,214034224,119,Released,He was the perfect weapon until he became the target.,The Bourne Identity,7.3,3583
60000000,14836,en,Coraline,51.146047,2/5/2009,124596398,100,Released,Be careful what you wish for.,Coraline,7.3,1386
70000000,9509,en,Man on Fire,45.299089,4/23/2004,130293714,146,Released,Creasy's art is death; and he is about to paint his masterpiece.,Man on Fire,7.3,1553
55000000,3580,en,Changeling,27.50916,1/30/2008,113020255,141,Released,To find her son; she did what no one else dared.,Changeling,7.3,1131
2000000,802,en,Lolita,23.962109,6/13/1962,9250000,153,Released,How did they ever make a movie of ...,Lolita,7.3,395
60000000,808,en,Shrek,67.298732,5/16/2001,484409218,90,Released,The greatest fairy tale never told.,Shrek,7.3,4056
45000000,388,en,Inside Man,45.220386,3/23/2006,184376254,129,Released,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,Inside Man,7.3,1630
50000000,228326,en,The Book of Life,34.890999,10/1/2014,97437106,95,Released,,The Book of Life,7.3,755
50000000,11615,en,The Life of David Gale,22.442241,2/21/2003,38955598,130,Released,The crime is clear. The truth is not.,The Life of David Gale,7.3,480
45000000,2034,en,Training Day,52.081131,10/5/2001,104876233,122,Released,The only thing more dangerous than the line being crossed; is the cop who will cross it.,Training Day,7.3,1634
30000000,7214,en,Coach Carter,23.234651,1/14/2005,76669806,136,Released,It begins on the street. It ends here.,Coach Carter,7.3,496
44000000,819,en,Sleepers,16.245068,10/18/1996,165615285,147,Released,When friendship runs deeper than blood.,Sleepers,7.3,715
35000000,11362,en,The Count of Monte Cristo,26.595983,1/23/2002,75395048,131,Released,Prepare for adventure. Count on revenge.,The Count of Monte Cristo,7.3,453
40000000,1579,en,Apocalypto,41.570047,12/7/2006,120175290,139,Released,No one can outrun their destiny.,Apocalypto,7.3,1221
15000000,9495,en,The Crow,44.690107,5/11/1994,94000000,102,Released,Real love is forever.,The Crow,7.3,953
37000000,312221,en,Creed,57.773583,11/25/2015,173567581,133,Released,Your legacy is more than a name,Creed,7.3,1915
35000000,140823,en,Saving Mr. Banks,31.957947,11/16/2013,112544580,125,Released,Where her book ended; their story began.,Saving Mr. Banks,7.3,1226
34000000,228205,en,The Longest Ride,41.946523,4/9/2015,63013281,128,Released,Two couples. Two love stories. One epic tale.,The Longest Ride,7.3,1064
30000000,17654,en,District 9,63.13678,8/5/2009,210819611,112,Released,You are not welcome here.,District 9,7.3,3382
30000000,307081,en,Southpaw,65.364452,6/15/2015,91709827,123,Released,Believe in Hope.,Southpaw,7.3,2067
28000000,69,en,Walk the Line,35.580032,9/13/2005,186438883,136,Released,Love is a burning thing.,Walk the Line,7.3,718
28000000,318846,en,The Big Short,57.518472,12/11/2015,133346506,130,Released,This is a true story.,The Big Short,7.3,2607
27000000,9549,en,The Right Stuff,17.567332,10/20/1983,21500000,193,Released,How the future began.,The Right Stuff,7.3,235
26000000,134,en,O Brother; Where Art Thou?,39.742009,8/30/2000,71868327,106,Released,They have a plan...but not a clue.,O Brother; Where Art Thou?,7.3,1112
25000000,9912,en,The World's Fastest Indian,8.450513,10/12/2005,0,127,Released,,The World's Fastest Indian,7.3,166
24000000,688,en,The Bridges of Madison County,17.606087,5/28/1995,182016617,135,Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,385
22000000,228194,en,The Hundred-Foot Journey,27.898438,8/6/2014,88880821,122,Released,Life's greatest journey begins with the first step.,The Hundred-Foot Journey,7.3,508
20000000,7979,en,The Kite Runner,10.446722,10/14/2007,73276047,128,Released,There is a way to be good again.,The Kite Runner,7.3,394
20000000,2639,en,Deconstructing Harry,11.352693,8/26/1997,10686841,96,Released,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,Deconstructing Harry,7.3,187
19000000,2757,en,Adaptation.,26.441669,12/6/2002,32801173,114,Released,From the creator of Being John Malkovich; comes the story about the creator of Being John Malkovich.,Adaptation.,7.3,638
18000000,106,en,Predator,50.009408,6/11/1987,98235548,107,Released,If it bleeds; we can kill it...,Predator,7.3,2093
18000000,11644,en,Blow Out,13.628601,7/24/1981,12000000,108,Released,Murder has a sound all of its own!,Blow Out,7.3,236
18000000,522,en,Ed Wood,24.548633,9/27/1994,5887457,127,Released,When it came to making bad movies; Ed Wood was the best.,Ed Wood,7.3,630
0,10549,en,Hamlet,9.814785,12/25/1996,0,242,Released,,Hamlet,7.3,117
17000000,114150,en,Pitch Perfect,32.746486,9/28/2012,115350426,112,Released,Get pitch slapped.,Pitch Perfect,7.3,2247
16000000,639,en,When Harry Met Sally...,18.430419,7/21/1989,92823546,96,Released,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,7.3,950
15000000,74643,en,The Artist,29.943316,5/15/2011,133432856,100,Released,A Breath Of Fresh Vintage Air,The Artist,7.3,1049
15000000,116,en,Match Point,30.669913,10/26/2005,85306374,124,Released,Passion Temptation Obsession,Match Point,7.3,1105
15000000,370980,it,Chiamatemi Francesco - Il Papa della gente,0.738646,12/3/2015,0,,Released,,Chiamatemi Francesco - Il Papa della gente,7.3,12
13000000,44214,en,Black Swan,91.285683,12/2/2010,327803731,108,Released,In the era of personal branding; the scariest possibility is that someone might be better at being you than you are.,Black Swan,7.3,4430
16000000,4951,en,10 Things I Hate About You,54.550275,3/30/1999,53478166,97,Released,How do I loathe thee? Let me count the ways.,10 Things I Hate About You,7.3,1701
13000000,1954,en,The Butterfly Effect,73.307513,1/22/2004,96060858,113,Released,Such minor changes; such huge consequences.,The Butterfly Effect,7.3,2060
13000000,492,en,Being John Malkovich,27.546914,9/30/1999,22863596,112,Released,Ever wanted to be someone else? Now you can.,Being John Malkovich,7.3,1101
12500000,21612,en,The Funeral,2.950618,1/26/1996,1227324,99,Released,One family; one murder; too many lies.,The Funeral,7.3,31
12000000,154,en,Star Trek II: The Wrath of Khan,22.434102,6/3/1982,96800000,113,Released,At the end of the universe lies the beginning of vengeance.,Star Trek II: The Wrath of Khan,7.3,675
12000000,184,en,Jackie Brown,40.631671,12/24/1997,39673162,154,Released,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,Jackie Brown,7.3,1514
12000000,11202,en,Patton,21.933822,1/25/1970,89800000,172,Released,The Rebel Warrior,Patton,7.3,323
12000000,1360,en,Frida,18.422327,8/29/2002,56298474,123,Released,Prepare to be seduced,Frida,7.3,383
12400000,179144,it,La grande bellezza,32.523573,5/21/2013,8371085,142,Released,,The Great Beauty,7.3,720
11000000,10377,en,My Cousin Vinny,19.231507,3/13/1992,64088552,120,Released,Truth; Justice and the Gambini Way,My Cousin Vinny,7.3,384
11000000,249164,en,If I Stay,31.162838,8/21/2014,78874843,106,Released,Live for Love.,If I Stay,7.3,1368
